student_id,department,attendance_rate,previous_gpa,attendance_trend,marks_trend,algorithms_internal,algorithms_external,algorithms_attendance,data_structures_internal,data_structures_external,data_structures_attendance,database_systems_internal,database_systems_external,database_systems_attendance,operating_systems_internal,operating_systems_external,operating_systems_attendance,software_engineering_internal,software_engineering_external,software_engineering_attendance,dsa_lab_internal,dsa_lab_external,dsa_lab_attendance,dbms_lab_internal,dbms_lab_external,dbms_lab_attendance,computer_networks_lab_internal,computer_networks_lab_external,computer_networks_lab_attendance,computer_graphics_lab_internal,computer_graphics_lab_external,computer_graphics_lab_attendance,data_science_lab_internal,data_science_lab_external,data_science_lab_attendance,performance_score,performance_band,at_risk,risk_score
STU-0083,CSE,81.56,9.21,10.2,14.96,23.49,37.29,88.51,10.8,50.02,77.44,25.75,44.34,94.05,22.54,43.09,89.44,23.97,52.08,58.64,15.09,65.76,69.0,24.41,55.6,74.31,10.02,36.47,100.0,15.68,33.09,71.59,26.07,41.36,75.3,71.58,Medium,No,28.4
STU-0084,CSE,56.37,8.7,4.19,7.79,27.07,53.69,47.18,13.88,62.37,56.54,12.25,18.25,45.21,13.8,14.31,45.38,15.4,38.06,73.3,18.67,42.49,61.47,18.81,51.0,59.18,20.61,70.0,65.48,14.59,50.55,48.46,22.23,24.37,45.3,65.34,Medium,Yes,54.7
STU-0085,CSE,71.94,6.38,1.48,26.41,21.72,59.97,76.97,24.27,50.61,73.66,17.48,57.2,82.19,19.68,43.25,87.85,19.9,46.14,76.78,19.51,32.69,75.72,19.81,70.0,79.82,17.02,55.94,75.02,26.55,37.13,73.83,19.5,45.88,63.09,68.43,Medium,No,31.6
STU-0086,CSE,76.64,6.42,10.95,7.83,22.88,51.27,89.5,19.95,38.82,84.54,16.03,61.27,87.47,26.29,50.65,71.78,20.55,50.7,71.04,26.67,53.7,67.72,29.41,46.46,65.7,15.85,67.32,94.89,25.05,64.79,88.81,22.78,49.94,82.04,73.18,Medium,No,26.8
STU-0087,CSE,100.0,7.41,-7.31,29.47,23.68,33.88,100.0,27.29,41.9,96.87,22.38,35.26,86.83,25.74,38.24,100.0,16.95,64.15,100.0,18.8,27.3,96.53,22.85,47.83,100.0,21.06,56.38,99.58,22.25,30.2,100.0,18.58,48.05,100.0,66.86,Medium,No,44.1
STU-0088,CSE,54.34,6.96,0.31,13.52,17.95,45.12,54.3,15.43,51.58,37.85,28.76,56.89,60.73,11.32,33.11,68.23,30.0,62.92,64.71,22.62,32.29,64.29,14.49,26.84,41.6,24.88,44.14,55.35,19.92,28.11,47.63,16.9,23.92,49.3,62.97,Medium,Yes,37.0
STU-0089,CSE,97.08,6.13,-0.18,-27.09,14.59,53.67,100.0,13.53,40.55,100.0,15.1,51.4,98.14,25.46,49.43,92.77,20.33,46.22,96.16,13.4,63.65,100.0,14.78,40.49,94.83,14.22,17.0,90.37,18.22,23.38,98.85,25.81,57.63,95.81,61.21,Medium,Yes,91.6
STU-0090,CSE,77.25,6.97,-2.73,39.17,10.8,55.74,78.71,22.12,70.0,69.0,5.63,29.2,82.11,20.13,26.77,63.05,18.23,26.31,82.45,17.94,35.59,69.66,21.32,45.64,79.27,20.9,43.92,66.92,16.35,39.08,97.9,13.26,38.72,78.23,59.42,Medium,Yes,64.7
STU-0091,CSE,81.17,6.93,-3.9,-8.62,18.48,61.11,78.08,18.83,57.22,99.27,27.04,42.95,80.67,20.23,47.2,72.69,24.68,48.1,80.72,13.64,45.93,62.24,17.09,36.55,84.04,29.4,53.58,95.65,23.23,61.88,99.74,16.34,33.04,87.86,69.29,Medium,No,46.9
STU-0092,CSE,76.78,6.69,0.73,22.43,19.98,48.31,74.29,17.02,69.31,65.78,23.43,52.86,60.99,15.85,35.06,82.42,18.16,43.72,62.2,30.0,46.07,81.77,17.3,35.21,95.9,10.42,49.18,64.66,17.97,35.43,66.92,20.18,6.48,73.62,63.24,Medium,Yes,56.8
STU-0093,CSE,81.67,7.12,0.34,0.4,19.55,24.61,96.8,17.03,41.44,75.75,19.59,64.62,100.0,23.73,61.32,98.84,21.24,68.55,89.59,20.72,50.26,63.46,21.46,21.84,65.42,20.96,28.29,81.6,20.69,47.75,72.63,24.49,43.66,86.08,67.4,Medium,No,32.6
STU-0094,CSE,72.69,8.91,-10.48,15.92,14.02,42.33,83.67,24.85,33.04,67.24,15.06,35.15,58.7,19.31,54.5,64.84,19.55,41.69,83.25,16.94,36.37,64.23,14.31,52.94,71.34,20.27,64.12,86.02,11.77,54.72,74.95,17.69,49.92,55.43,68.79,Medium,No,46.9
STU-0095,CSE,96.81,7.74,8.02,-10.33,27.31,52.72,88.16,17.07,19.45,93.67,17.59,25.12,100.0,26.38,44.59,93.75,22.17,44.71,85.99,16.74,40.55,99.29,20.05,48.16,81.56,23.33,45.05,100.0,18.06,49.85,100.0,20.97,43.99,86.94,65.32,Medium,Yes,67.1
STU-0096,CSE,68.15,10.0,-9.76,9.39,27.64,27.61,72.42,17.63,42.16,53.91,26.72,40.83,56.0,26.26,37.44,71.5,24.21,52.11,46.19,23.48,43.49,64.86,19.45,20.85,70.07,13.18,40.71,69.72,25.37,32.71,82.67,24.73,38.56,57.07,67.47,Medium,No,47.2
STU-0097,CSE,91.98,7.7,-2.18,-3.8,12.78,49.08,84.61,26.0,34.81,82.98,21.17,34.71,92.07,24.93,46.76,93.19,21.03,19.6,95.9,20.8,58.39,98.04,18.99,60.49,89.06,21.24,40.33,96.6,18.12,69.71,100.0,24.37,68.12,76.59,70.58,Medium,No,37.3
STU-0098,CSE,65.33,7.15,-2.95,23.69,12.89,40.18,65.75,19.01,20.37,76.85,30.0,64.21,76.19,21.13,32.36,66.06,30.0,39.72,60.78,25.54,62.61,56.86,18.69,37.47,66.03,25.52,32.94,76.23,20.51,70.0,68.52,19.52,53.62,61.96,69.03,Medium,Yes,55.4
STU-0099,CSE,74.1,7.5,3.58,6.58,11.02,41.39,71.53,12.04,43.9,53.43,18.26,48.65,75.07,17.94,43.72,66.26,20.05,45.87,65.09,21.34,48.92,72.43,30.0,42.89,71.3,17.89,30.44,80.96,16.57,36.48,68.71,15.08,18.73,69.47,61.31,Medium,Yes,58.7
STU-0100,CSE,58.92,7.81,-21.19,14.04,24.37,47.95,74.53,23.75,52.86,77.75,19.51,45.95,58.81,27.72,45.04,52.44,22.94,32.76,64.26,22.07,42.16,64.58,12.56,47.44,54.29,30.0,47.34,52.96,13.11,64.58,55.42,16.04,50.04,65.42,70.55,Medium,Yes,61.2
STU-0101,CSE,81.83,8.02,8.91,-32.46,23.17,45.3,83.42,21.16,50.05,86.07,25.47,45.85,73.66,19.28,56.31,63.96,11.1,58.77,97.03,13.67,46.51,77.83,18.7,49.58,68.9,14.46,40.48,80.37,14.37,56.84,77.65,17.89,49.24,80.54,70.46,Medium,No,68.5
STU-0102,CSE,96.68,9.99,-6.77,-1.28,24.19,31.0,82.7,18.45,45.9,84.27,13.06,47.73,89.1,12.74,59.48,90.36,25.75,45.43,99.62,18.94,5.17,85.31,19.37,50.47,78.78,19.73,28.17,99.02,19.9,56.15,100.0,22.29,57.91,93.17,69.17,Medium,Yes,62.5
STU-0103,CSE,73.84,6.49,12.2,6.16,30.0,26.72,68.56,24.51,56.29,78.71,23.38,13.75,89.73,18.98,63.69,53.5,21.28,36.55,79.56,21.59,50.49,63.25,19.72,42.3,78.79,24.95,47.26,61.08,20.54,70.0,90.3,5.13,45.95,83.16,66.18,Medium,Yes,53.8
STU-0104,CSE,72.05,8.53,-4.78,3.35,19.09,38.1,69.38,22.76,27.77,83.93,19.72,30.97,83.29,12.27,36.67,66.33,30.0,34.72,50.5,17.09,51.83,79.89,30.0,66.1,73.93,15.54,69.36,68.36,16.71,38.74,59.52,17.67,41.5,79.35,67.58,Medium,No,39.6
STU-0105,CSE,58.28,7.75,-0.49,14.42,18.06,25.99,42.24,21.05,46.09,52.74,17.66,50.83,72.19,16.1,46.33,67.86,16.12,44.77,57.9,13.44,47.53,58.6,22.78,27.2,58.38,26.91,70.0,71.08,14.11,51.77,53.45,21.42,33.42,41.15,65.77,Medium,Yes,35.0
STU-0106,CSE,71.56,5.61,19.14,-5.49,18.28,55.84,74.44,22.01,48.25,75.61,22.65,40.88,72.39,28.72,47.13,71.99,20.51,41.73,67.21,21.04,37.41,70.11,16.05,46.62,77.4,18.94,14.87,77.46,20.6,30.1,79.29,13.01,60.68,70.99,61.07,Medium,Yes,65.5
STU-0107,CSE,51.11,8.42,-2.77,0.73,8.66,47.67,47.05,17.22,33.93,49.84,17.57,17.15,63.83,18.78,34.02,39.82,23.85,25.52,52.45,17.08,37.12,40.07,16.9,45.13,53.46,16.07,43.64,59.99,11.69,44.91,41.6,14.74,48.92,45.66,59.91,Medium,Yes,64.3
STU-0108,CSE,61.31,9.02,12.39,17.72,13.92,64.86,70.51,10.34,22.88,67.24,18.58,67.51,67.47,21.5,29.67,66.22,13.62,64.58,65.53,15.88,57.07,83.72,18.91,53.26,56.99,20.43,22.39,61.3,20.22,70.0,43.36,18.6,64.32,58.89,73.18,Medium,Yes,46.8
STU-0109,CSE,78.4,6.47,0.39,-34.18,19.14,32.5,69.08,10.87,35.56,68.51,20.59,33.18,73.61,17.74,44.28,73.12,14.69,46.29,89.08,20.64,35.85,77.17,9.75,42.91,74.4,15.33,33.72,74.3,24.96,61.38,69.12,17.41,37.61,86.5,58.86,Medium,No,82.2
STU-0110,CSE,94.79,7.49,4.15,8.84,20.73,46.39,100.0,17.02,65.46,94.77,15.72,41.56,100.0,17.87,59.24,88.53,16.17,54.89,86.05,24.11,50.27,86.05,19.64,36.77,98.27,29.44,39.44,100.0,20.12,45.36,93.13,15.71,50.03,91.9,69.76,Medium,No,30.2
STU-0111,CSE,100.0,5.43,0.7,-5.01,15.48,60.21,100.0,18.86,65.1,81.64,26.36,31.8,100.0,17.06,31.15,100.0,29.28,41.68,100.0,20.28,70.0,78.87,21.89,34.09,76.44,18.2,70.0,93.44,23.95,62.98,99.87,20.6,19.26,92.84,66.78,Medium,Yes,59.2
STU-0112,CSE,66.2,5.99,8.48,-13.68,24.54,45.91,69.87,20.67,70.0,61.9,28.03,47.0,83.14,13.88,47.77,62.26,20.7,63.34,69.99,26.1,34.95,57.97,20.08,44.42,64.34,15.21,62.98,62.57,27.13,45.19,72.69,22.79,32.64,69.87,68.59,Medium,No,47.8
STU-0113,CSE,96.53,8.76,-6.86,5.05,29.64,48.77,100.0,23.47,49.61,98.39,22.74,56.45,83.01,21.24,42.24,92.61,26.48,34.0,82.58,23.98,23.69,77.25,24.54,47.38,100.0,17.79,24.23,84.67,18.64,25.91,99.6,17.69,47.78,98.08,66.54,Medium,No,43.7
STU-0114,CSE,78.66,6.94,-9.84,18.41,21.93,52.49,75.22,20.92,48.54,54.37,23.23,47.25,84.3,13.57,40.26,67.74,23.72,23.92,69.37,22.67,35.56,69.37,24.53,59.22,85.88,24.24,41.53,76.61,16.76,47.52,73.38,17.83,54.0,90.5,66.65,Medium,No,48.1
STU-0115,CSE,72.73,6.17,-6.39,15.59,21.99,70.0,65.68,10.81,55.72,65.01,18.63,18.45,63.74,12.49,38.49,68.79,20.45,63.6,79.5,11.89,54.12,73.85,19.51,44.66,74.78,16.54,42.26,84.57,16.48,29.55,72.11,14.35,19.16,69.29,59.93,Medium,Yes,69.7
STU-0116,CSE,81.49,7.78,1.0,-2.03,27.24,44.42,83.27,9.35,51.57,82.42,16.68,47.7,83.19,14.7,49.98,93.46,18.86,31.99,79.71,24.27,26.61,87.27,16.61,48.63,75.85,17.16,67.85,67.4,22.43,70.0,88.34,13.34,25.78,73.97,67.39,Medium,Yes,55.0
STU-0117,CSE,75.93,6.87,-2.21,13.14,20.79,48.39,63.21,15.64,32.83,74.12,29.92,31.0,66.16,14.33,54.53,75.52,15.52,39.56,68.01,21.48,70.0,81.44,19.54,35.03,62.49,23.67,55.19,71.27,26.07,45.32,83.68,21.48,42.34,66.38,66.48,Medium,No,36.8
STU-0118,CSE,76.66,6.94,7.1,13.02,19.27,57.63,71.57,22.2,28.76,84.46,21.56,26.97,74.42,24.66,26.11,65.95,19.65,70.0,69.93,22.48,48.9,70.76,20.81,38.28,73.08,11.69,44.63,85.65,20.29,61.36,82.46,19.7,35.58,71.79,64.16,Medium,No,35.8
STU-0119,CSE,68.88,8.39,13.05,-1.31,12.65,40.99,70.33,28.58,52.92,60.23,12.8,41.9,76.99,18.9,53.13,67.06,23.59,21.04,84.92,14.44,56.91,66.15,19.42,41.38,71.43,22.29,60.88,82.95,21.66,70.0,69.8,25.39,51.43,63.38,71.94,Medium,No,29.6
STU-0120,CSE,54.03,6.11,-9.76,-10.4,20.91,52.55,53.71,22.06,57.98,53.79,5.28,70.0,51.05,15.88,28.14,50.66,17.19,33.94,47.21,22.65,70.0,62.23,25.61,39.34,55.08,22.13,35.11,49.77,24.27,61.35,54.7,14.02,40.57,39.62,67.06,Medium,Yes,60.1
STU-0121,CSE,51.85,6.41,-7.34,-9.53,20.38,48.83,49.14,21.21,51.25,54.41,13.99,41.2,55.94,27.89,40.92,57.35,24.39,42.05,63.33,26.01,65.71,56.43,30.0,35.77,73.09,23.84,65.11,48.65,24.22,66.4,40.97,19.18,12.88,50.06,69.08,Medium,Yes,73.4
STU-0122,CSE,84.8,7.68,-14.36,12.57,15.92,41.73,100.0,28.59,23.41,90.36,23.99,39.93,86.58,21.38,24.8,74.49,20.86,46.49,77.71,16.03,43.65,93.66,19.62,69.34,77.84,20.97,39.69,90.68,16.09,70.0,67.89,28.58,46.35,90.32,67.25,Medium,No,54.3
STU-0123,CSE,70.85,8.66,20.3,-0.63,26.67,57.86,63.55,23.0,70.0,61.98,30.0,50.79,66.52,15.53,41.65,51.3,17.92,41.06,60.11,23.74,41.72,64.49,18.37,50.33,71.58,16.5,46.88,70.34,14.3,40.67,76.64,22.86,41.55,77.62,72.33,Medium,No,28.4
STU-0124,CSE,66.06,8.99,3.05,-15.69,15.1,30.77,63.55,27.49,47.45,63.31,27.72,40.7,88.41,17.44,29.82,64.4,18.75,32.88,92.08,21.59,51.96,61.44,17.11,60.38,49.3,14.29,41.29,79.57,18.13,51.24,66.34,26.48,21.23,73.42,66.67,Medium,No,52.2
STU-0125,CSE,75.13,6.7,4.8,-25.27,19.01,58.87,66.93,20.12,43.46,65.1,13.6,36.29,76.43,16.22,40.05,56.27,18.15,60.35,82.18,19.57,48.65,66.84,28.12,70.0,76.78,30.0,34.8,62.62,16.45,41.71,98.25,18.59,32.11,66.14,66.6,Medium,No,63.7
STU-0126,CSE,86.92,8.62,-13.4,12.48,25.7,59.96,82.07,10.62,28.07,100.0,23.44,45.98,100.0,29.79,44.46,86.75,17.09,40.73,72.06,12.55,19.16,97.77,12.19,70.0,79.62,28.69,39.52,71.26,26.42,66.03,77.86,18.34,31.41,85.72,68.97,Medium,Yes,71.1
STU-0127,CSE,77.71,6.56,-0.01,-8.2,20.54,39.73,59.52,17.1,55.55,75.62,18.36,31.04,71.6,27.04,27.9,84.91,20.24,48.67,70.38,18.24,44.91,72.5,21.66,51.86,99.43,21.39,16.32,89.34,18.98,70.0,92.41,17.47,55.83,71.77,63.67,Medium,Yes,66.2
STU-0128,CSE,65.16,9.69,5.09,4.96,20.01,55.14,76.29,24.48,46.12,89.99,18.17,20.89,51.01,27.37,43.85,66.75,17.29,38.21,57.29,22.36,43.54,69.51,21.7,38.61,50.57,12.27,70.0,79.94,26.7,34.88,65.25,15.92,25.32,59.27,69.14,Medium,Yes,50.9
STU-0129,CSE,93.39,6.14,-2.53,18.6,26.63,57.61,83.69,18.43,56.24,87.68,20.4,51.03,97.3,21.27,35.19,87.88,14.33,21.58,92.25,24.08,24.3,96.12,23.92,17.45,90.69,28.23,53.28,74.69,23.29,33.78,100.0,16.55,44.2,88.02,61.94,Medium,Yes,61.9
STU-0130,CSE,98.69,9.09,10.76,-19.63,20.02,36.49,96.45,14.12,52.36,100.0,11.92,59.89,96.92,20.81,56.47,100.0,25.83,40.6,100.0,20.61,52.61,100.0,26.2,55.82,94.26,16.79,44.25,91.09,14.74,13.08,83.2,29.93,35.15,100.0,69.68,Medium,Yes,73.9
STU-0131,CSE,82.42,6.71,23.12,-0.68,22.02,44.25,67.41,20.02,70.0,97.99,21.37,27.77,72.85,15.74,64.17,98.74,20.98,40.45,97.91,15.11,45.78,87.05,15.69,35.46,75.28,27.08,70.0,83.57,18.66,36.0,82.44,17.25,43.54,86.55,66.51,Medium,No,34.3
STU-0132,CSE,89.6,9.92,-9.47,-2.56,17.97,42.16,87.75,18.41,38.38,97.23,11.15,68.61,90.96,23.05,55.88,82.52,15.43,29.52,87.13,23.5,36.24,95.68,8.16,39.22,100.0,19.15,32.56,83.04,4.86,29.82,100.0,17.09,38.03,66.29,66.08,Medium,Yes,71.2
STU-0133,CSE,93.63,8.21,-10.22,5.7,11.85,62.85,99.8,13.51,35.54,93.34,14.02,14.94,92.04,22.86,53.88,100.0,12.23,45.87,90.94,19.56,41.82,87.02,4.91,62.43,96.93,12.58,52.1,89.16,17.91,33.47,99.0,16.0,28.55,100.0,63.53,Medium,Yes,71.8
STU-0134,CSE,91.95,6.28,-8.78,18.59,19.11,42.79,98.88,16.66,37.98,95.01,12.29,48.32,84.39,24.28,53.2,96.1,11.97,43.45,80.18,19.82,10.27,76.54,25.95,50.54,88.41,15.46,28.74,93.95,18.28,68.2,90.1,20.29,24.17,88.34,59.7,Medium,Yes,73.5
STU-0135,CSE,84.21,6.87,16.06,-19.94,20.88,39.41,79.36,21.63,67.72,85.66,25.72,54.32,95.06,16.95,41.9,82.18,22.73,56.89,85.46,24.38,36.55,93.07,25.08,55.16,85.55,23.57,31.59,86.2,21.5,25.06,88.96,13.76,38.58,84.61,66.94,Medium,No,57.0
STU-0136,CSE,83.98,8.44,10.42,8.55,16.35,46.24,84.64,15.9,53.52,76.33,30.0,43.36,72.26,15.08,62.21,79.88,13.18,57.81,79.82,23.27,59.03,86.72,30.0,19.13,75.8,18.72,70.0,100.0,26.44,33.09,77.2,15.86,33.25,98.9,71.58,Medium,No,28.4
STU-0137,CSE,82.79,8.76,-1.36,15.47,18.78,43.33,90.54,11.68,45.79,71.83,18.53,36.2,76.42,21.13,48.32,80.6,21.85,31.97,89.61,18.97,37.75,74.85,18.79,70.0,82.16,14.28,58.78,78.08,21.42,35.92,95.6,17.05,65.97,72.3,70.49,Medium,No,31.5
STU-0138,CSE,58.54,7.42,0.37,-2.8,18.54,66.0,60.22,30.0,40.96,61.11,29.53,22.29,42.16,16.02,57.2,42.44,22.99,52.9,78.68,25.23,50.46,72.13,22.69,38.1,47.09,17.15,44.4,60.29,9.32,41.71,58.83,22.74,69.4,60.4,70.08,Medium,Yes,33.3
STU-0139,CSE,85.51,7.55,-8.17,-2.06,15.45,17.73,92.38,15.65,58.0,99.49,12.28,53.31,98.44,25.1,13.55,76.97,13.6,52.85,89.64,6.51,40.49,93.52,20.74,47.19,81.86,14.71,44.74,86.03,23.08,55.45,86.37,25.47,39.38,71.07,62.71,Medium,Yes,72.0
STU-0140,CSE,54.66,8.41,8.9,6.28,22.39,46.9,59.63,13.68,70.0,61.77,18.56,30.97,65.43,14.49,70.0,48.53,28.6,42.23,70.47,16.33,45.28,62.71,23.31,61.51,49.79,20.42,63.73,47.61,22.86,41.71,56.72,20.42,33.18,52.06,72.8,Medium,Yes,27.2
STU-0141,CSE,63.08,7.66,-3.8,5.17,20.72,43.46,78.81,25.05,49.35,55.45,15.88,70.0,52.98,20.57,50.41,59.97,14.99,33.23,57.62,16.45,64.92,62.99,17.38,46.6,69.76,18.28,58.53,50.37,25.86,44.87,62.6,16.53,26.58,46.41,69.86,Medium,No,35.8
STU-0142,CSE,94.55,5.95,-2.6,8.74,16.19,53.82,84.94,12.26,31.36,90.71,18.27,43.07,100.0,26.25,70.0,78.3,15.72,55.48,90.01,24.3,48.11,100.0,25.21,60.92,90.43,19.51,40.42,79.49,27.36,56.18,91.1,26.52,35.54,76.17,69.17,Medium,No,34.7
STU-0143,CSE,87.6,6.52,6.09,8.42,25.04,25.82,85.65,21.03,50.78,96.09,22.9,53.25,79.7,21.47,22.42,100.0,12.99,39.8,74.41,16.35,45.2,82.32,25.72,48.4,82.97,19.33,63.3,96.69,14.31,34.79,92.35,21.77,29.24,95.09,62.33,Medium,No,37.7
STU-0144,CSE,97.31,7.78,-1.88,-14.73,15.55,64.56,100.0,14.34,37.06,91.85,20.8,41.94,85.86,13.03,53.24,100.0,20.53,49.06,91.12,20.92,70.0,100.0,18.56,37.15,68.71,25.34,56.8,91.87,12.84,27.67,100.0,19.55,55.37,98.18,69.08,Medium,No,51.4
STU-0145,CSE,70.92,8.96,-2.35,14.85,24.83,50.54,79.21,9.55,26.48,67.28,25.4,70.0,69.28,16.94,15.68,79.56,17.25,70.0,63.53,30.0,56.23,60.64,21.16,56.57,68.67,24.19,57.24,76.89,19.92,27.38,70.16,20.88,16.86,72.62,70.98,Medium,Yes,52.5
STU-0146,CSE,57.72,9.44,0.11,17.5,19.52,25.55,54.39,18.44,70.0,59.92,25.18,43.23,38.98,23.36,35.13,54.36,14.74,46.09,68.37,24.66,68.79,75.0,9.77,27.1,39.63,23.16,34.6,52.82,18.92,50.74,42.86,13.71,45.02,69.7,69.59,Medium,Yes,50.4
STU-0147,CSE,71.39,8.44,7.95,2.79,19.87,33.13,49.91,24.76,33.96,59.92,11.42,23.41,61.78,18.81,26.87,73.25,18.77,70.0,54.35,20.81,47.61,61.09,20.48,56.54,72.36,26.92,12.33,62.97,27.38,58.68,76.8,26.17,16.25,79.35,64.64,Medium,Yes,55.4
STU-0148,CSE,76.53,7.84,16.46,-22.41,25.32,35.12,100.0,20.98,12.11,80.34,16.4,62.47,82.01,17.01,67.54,85.92,15.86,42.72,81.7,18.18,39.98,76.9,14.67,11.51,78.92,10.06,30.1,58.81,11.76,51.4,74.31,18.71,25.26,69.97,59.07,Medium,Yes,87.8
STU-0149,CSE,76.18,8.4,5.85,-1.72,21.88,44.22,84.41,24.83,41.22,57.66,16.22,43.53,68.42,14.73,46.05,100.0,17.56,44.96,63.06,26.22,58.12,84.24,26.8,38.59,73.16,28.55,54.49,53.99,22.27,36.27,85.17,22.04,18.89,78.87,67.93,Medium,No,34.1
STU-0150,CSE,92.01,6.7,8.03,2.92,21.05,50.45,97.76,27.48,51.21,92.23,25.74,70.0,100.0,21.03,51.49,94.57,20.09,70.0,84.51,25.77,43.11,77.2,19.06,36.8,97.78,20.46,29.67,100.0,25.45,68.79,94.37,19.82,55.55,86.23,73.26,Medium,No,26.7
STU-0151,CSE,69.58,7.32,-2.0,-17.17,20.65,42.36,54.97,20.64,38.39,67.16,21.82,64.09,61.09,18.32,33.52,61.28,17.03,42.05,75.44,21.6,29.15,82.52,24.72,31.48,81.82,21.63,42.65,73.16,19.87,53.18,71.45,18.31,14.61,74.85,60.97,Medium,Yes,82.6
STU-0152,CSE,80.28,6.51,-7.08,-5.4,18.13,56.67,85.1,18.26,60.34,82.33,20.82,42.93,97.12,16.43,40.16,67.91,23.63,36.27,75.58,17.42,45.94,67.77,8.78,51.87,59.14,24.27,68.38,78.64,26.5,44.64,96.27,17.72,9.53,79.48,64.37,Medium,Yes,72.7
STU-0153,CSE,60.17,6.0,6.54,-21.14,28.54,53.02,55.02,21.64,59.57,59.31,30.0,37.24,70.2,23.81,34.5,55.93,25.09,47.17,63.55,11.82,54.84,63.04,19.68,50.41,56.08,17.04,41.37,55.53,30.0,58.68,50.49,30.0,38.51,60.47,70.11,Medium,No,55.3
STU-0154,CSE,81.75,7.9,1.71,9.11,24.49,15.45,79.38,17.13,48.08,85.46,19.61,43.15,92.41,21.51,45.62,83.23,29.18,47.59,76.61,10.46,23.49,77.08,19.46,36.67,85.27,17.16,31.28,87.88,26.85,28.39,84.19,10.47,22.88,75.87,57.5,Medium,Yes,62.5
STU-0155,CSE,75.05,7.72,-14.23,2.49,25.67,33.32,66.89,20.18,45.56,67.2,29.93,41.02,76.18,17.99,51.6,87.4,28.32,33.57,86.05,22.75,59.62,74.13,19.06,59.04,84.59,27.83,47.98,73.98,7.7,20.83,71.1,14.49,57.21,61.95,67.75,Medium,Yes,73.6
STU-0156,CSE,63.75,8.33,-3.28,-24.69,17.49,38.07,75.8,16.96,51.79,65.71,24.52,57.75,63.42,11.52,41.52,63.55,21.43,33.94,75.16,20.07,31.19,59.17,29.64,54.97,74.24,14.79,34.67,56.94,20.92,42.39,58.86,18.18,33.09,61.95,66.71,Medium,No,67.8
STU-0157,CSE,71.46,8.16,-0.83,5.27,25.57,22.3,74.93,26.9,42.25,66.17,24.62,30.24,71.24,14.8,16.95,69.94,13.68,44.82,82.61,29.27,46.4,81.65,21.99,39.25,52.21,28.13,29.26,85.29,22.68,30.36,74.58,30.0,68.03,66.34,64.43,Medium,Yes,56.8
STU-0158,CSE,72.24,7.79,-5.1,-0.85,16.44,46.5,70.58,26.0,56.09,55.31,22.29,42.31,72.61,21.24,62.98,82.02,16.25,44.12,67.75,11.59,43.36,90.68,11.44,44.64,71.68,21.44,30.56,57.99,13.11,64.96,62.41,17.5,70.0,64.89,70.01,Medium,No,38.7
STU-0159,CSE,70.95,8.17,14.82,7.75,21.71,60.96,81.1,13.34,34.3,73.97,29.65,33.58,66.01,22.1,54.29,77.75,15.77,37.02,73.1,26.31,41.42,70.72,14.87,70.0,72.49,25.39,45.45,71.8,12.5,12.74,83.47,20.39,48.1,58.46,67.52,Medium,Yes,52.5
STU-0160,CSE,100.0,7.45,4.8,-5.87,15.48,60.93,100.0,16.89,55.07,100.0,19.4,70.0,95.47,26.2,50.72,99.83,26.86,49.35,99.04,26.9,63.74,100.0,0.56,51.6,100.0,19.83,54.15,100.0,23.39,40.98,100.0,23.89,53.14,100.0,74.0,Medium,No,33.0
STU-0161,CSE,73.52,8.0,13.73,-12.02,25.79,60.33,72.4,24.95,47.61,92.69,25.49,35.62,96.83,9.49,54.56,66.56,29.41,48.79,65.59,18.67,34.29,70.47,18.36,33.73,76.22,21.96,30.06,56.94,21.55,52.98,80.83,22.76,68.59,83.49,71.31,Medium,No,43.1
STU-0162,CSE,71.34,6.63,2.63,-11.56,30.0,70.0,53.76,9.01,44.89,76.38,19.62,55.55,68.64,16.53,36.86,69.34,24.22,37.7,68.45,22.85,42.02,82.51,15.4,27.95,74.39,22.02,32.03,84.78,29.62,35.58,86.21,8.09,61.14,62.76,64.48,Medium,No,49.4
STU-0163,CSE,43.54,7.94,0.81,-8.07,24.88,30.58,42.85,15.95,41.79,61.84,19.46,70.0,39.68,27.46,20.61,40.67,17.32,68.07,45.39,9.56,25.35,33.41,24.67,57.08,40.53,17.26,55.75,32.24,22.29,50.59,40.79,21.99,46.53,48.51,68.94,Medium,Yes,60.7
STU-0164,CSE,61.59,8.3,-9.37,0.28,13.33,54.22,71.85,21.6,54.02,60.49,24.46,45.98,50.11,24.1,20.49,64.41,18.08,38.28,63.31,16.45,52.68,62.15,16.91,65.07,63.63,23.15,66.25,75.59,22.9,40.46,47.29,21.03,61.42,65.13,73.15,Medium,No,40.9
STU-0165,CSE,71.05,6.7,0.12,2.22,2.78,58.05,80.37,18.49,59.83,77.33,16.57,64.07,58.38,19.71,42.64,62.8,21.52,64.66,83.53,23.62,19.56,57.69,20.83,44.49,66.07,29.53,46.59,76.48,24.94,45.82,96.96,15.3,35.91,61.63,66.72,Medium,No,33.3
STU-0166,CSE,64.71,7.56,0.13,-2.86,27.81,57.03,59.27,15.68,65.77,68.33,27.05,44.1,69.83,21.5,35.64,63.27,14.08,52.41,72.32,24.95,55.0,63.43,27.76,58.38,78.6,27.26,43.12,68.59,23.87,27.76,53.44,13.5,43.38,61.38,71.63,Medium,No,31.8
